time,open,high,low,close,volume
1573498814010,291.35,291.7,289.8,291.45,1591.0
1573585215045,293.2,296.45,292.7,291.2,2572.0
1573671616191,293.95,294.8,290.85,296.0,6472.0
1573758014598,293.95,294.4,292.0,294.5,3271.0
1573844414568,295.75,297.0,295.25,292.3,2818.0
1574103614970,298.6,298.75,293.85,296.85,3005.0
1574276415082,295.4,298.2,294.7,297.75,4806.0
1574362815433,292.55,294.85,291.75,296.85,10168.0
1574449215114,294.75,296.0,291.35,292.25,10052.0
1574708414461,296.7,301.5,296.5,292.85,3494.0
1574794813806,302.2,303.35,301.25,300.95,1312.0
1574881214737,305.15,306.5,304.75,302.7,4930.0
1574967615580,305.9,307.15,305.6,306.25,2764.0
1575054015318,306.3,307.05,305.0,307.1,3301.0
1575313226686,306.75,307.6,292.75,305.8,10784.0
1575399614609,296.45,297.15,285.05,293.75,13785.0
1575486015412,289.75,296.95,289.6,286.7,7070.0
1575572416896,296.05,297.35,293.45,295.45,4560.0
1575658816481,296.55,302.55,296.0,293.45,4359.0
1575918017518,302.15,304.2,300.8,302.35,2669.0
1576004420516,299.4,301.7,295.0,302.05,6499.0
1576090818235,300.0,301.35,298.8,300.05,3352.0
1576177215352,301.8,307.45,299.35,300.25,9705.0
1576263613941,307.05,308.45,303.1,303.35,6097.0
1576522814823,309.1,313.55,308.85,305.6,11609.0
1576609214390,313.7,314.25,311.8,313.3,5195.0
1576695616349,312.95,315.6,312.75,312.65,3578.0
1576782014327,314.6,316.9,313.8,315.35,4538.0
1576868414818,318.4,323.0,317.7,316.9,2821.0
1577127617712,322.8,324.7,322.55,322.45,3885.0
1577214014807,323.55,324.6,323.35,324.0,933.0
1577300414256,323.55,324.6,323.35,324.0,933.0
1577386815552,323.55,324.6,323.35,324.0,933.0
1577473215001,329.75,330.65,325.7,324.0,3054.0
1577732423488,326.15,326.6,317.65,328.2,8555.0
1577818815553,320.75,321.55,319.35,320.35,2491.0
1577905217252,320.75,321.55,319.35,320.35,2491.0
1577991614342,325.45,330.6,325.3,319.35,6714.0
1578078014864,327.15,330.3,323.55,327.75,9204.0
1578337213713,324.95,329.05,321.05,328.9,4826.0
1578423615490,331.4,334.5,330.35,328.7,10667.0
1578510014722,329.7,336.35,329.55,333.45,3924.0
1578596414942,342.6,345.7,342.0,335.6,9179.0
1578682814761,349.35,349.35,344.85,344.45,4146.0
1578942013374,344.45,346.8,344.0,345.6,8054.0
1579028414765,348.2,350.9,346.35,346.1,5974.0
1579114814491,347.75,349.65,346.3,348.35,2342.0
1579201213351,349.75,352.25,349.1,348.7,4190.0
1579287615273,354.5,358.3,353.85,349.8,8325.0
1579546814349,357.5,358.4,357.0,355.6,3441.0
1579633218819,354.8,359.5,353.7,358.4,7348.0
1579719614476,362.45,364.3,361.15,359.5,9952.0
1579806014498,360.0,362.65,357.1,363.25,4841.0
1579892413655,366.95,368.65,364.3,360.7,5654.0
1580151614475,348.35,350.35,340.6,364.3,25575.0
1580238014096,348.6,353.6,344.6,343.5,11388.0
1580324414080,356.25,359.75,352.6,353.55,7513.0
1580410812053,347.85,355.0,347.85,355.95,10420.0
1580497211677,361.1,361.6,346.1,351.3,8760.0
1580756412354,350.15,358.95,346.8,347.3,13515.0
1580842811739,360.05,370.9,360.05,354.9,7773.0
1580929211404,371.9,382.85,371.75,370.9,15838.0
1581015611842,381.8,382.9,376.0,374.6,8827.0
1581102012187,382.7,385.0,378.1,382.55,13273.0
1581361213529,381.7,387.3,378.4,385.0,6272.0
1581447612142,394.35,398.5,393.0,387.25,9594.0
1581534014682,394.7,399.0,393.8,395.9,7108.0
1581620411299,396.3,402.4,391.25,399.0,7229.0
1581706822908,403.75,404.55,399.8,402.4,5031.0
1581966012887,406.45,407.25,405.2,403.0,5691.0
1582052411772,396.5,403.8,395.4,406.3,7959.0
1582138814949,407.45,413.75,406.55,400.85,8479.0
1582225212094,413.85,413.85,398.15,413.5,9691.0
1582311614074,397.9,402.25,389.05,398.15,11799.0
1582570811930,370.0,370.75,354.95,393.55,37224.0
1582657211984,366.8,367.7,345.3,359.9,32592.0
1582743618062,342.85,352.7,326.75,349.4,34772.0
1582830011131,332.0,335.55,310.95,349.7,23215.0
1582916413691,294.95,299.0,281.2,319.6,30062.0
1583175613715,313.2,318.2,294.2,296.6,22761.0
1583262012420,329.3,340.0,319.1,314.0,32920.0
1583348411979,316.9,325.8,315.15,322.95,13187.0
1583434811525,325.9,327.6,313.2,322.6,13262.0
1583521233654,305.3,306.65,283.5,325.4,19128.0
1583780411659,260.1,277.0,245.0,296.0,16962.0
1583866811249,276.05,284.0,255.85,268.65,32104.0
1583953211921,272.05,278.0,265.85,268.3,15670.0
1584039612292,238.85,240.85,222.85,269.6,26014.0
1584126012618,230.9,249.0,219.2,225.0,16494.0
1584385212391,222.0,234.45,195.0,229.15,16498.0
1584471613706,215.0,233.95,193.92,221.65,17963.0
1584558012735,197.02,217.0,195.0,220.75,14182.0
1584644413907,209.95,228.1,203.6,206.2,16049.0
1584730815009,237.85,242.0,210.65,218.0,20086.0
1584990013021,189.28,217.8,186.16,216.25,31985.0
1585076412524,217.7,229.15,212.7,197.72,23536.0
1585162812837,236.8,244.3,221.65,229.15,30346.0
1585249212626,219.05,240.0,216.0,234.9,24499.0
1585335615906,238.15,239.0,227.55,239.6,15596.0
1585591212743,229.8,242.35,222.2,230.55,12167.0
1585677611662,248.95,254.75,240.95,242.35,13427.0
1585764013173,230.85,236.35,226.9,251.8,12590.0
1585850413351,227.4,231.7,220.45,232.45,12497.0
1585936834213,230.95,235.85,227.75,229.8,6209.0
1586196013113,247.65,249.85,242.7,229.45,20073.0
1586282418034,264.05,274.55,258.85,249.35,22198.0
1586368813261,259.15,266.8,255.25,265.9,12509.0
1586455216159,272.25,274.9,262.0,266.8,16158.0
1586541611723,272.25,274.9,262.0,266.8,16158.0
1586800816944,272.25,274.9,262.0,266.8,16158.0
1586887213364,283.0,292.5,281.1,267.55,24008.0
1586973612747,296.65,297.05,286.6,291.4,20624.0
1587060013743,298.65,306.65,293.9,290.15,13962.0
1587146422827,315.5,319.3,306.1,304.45,28424.0
1587492012646,301.95,301.95,276.35,309.3,28949.0
1587578415476,287.45,294.95,286.35,279.7,13900.0
1587664820285,298.8,307.15,295.15,294.6,12409.0
1587751214343,294.45,300.3,292.6,304.4,7433.0
1588010412830,310.85,314.25,308.5,297.4,13937.0
1588096813800,310.45,316.75,301.0,312.05,14188.0
1588183212905,308.85,317.0,306.0,304.2,24931.0
1588269614707,326.7,327.6,316.0,316.15,19211.0
1588356011720,326.7,327.6,316.0,316.15,19211.0
1588615211411,294.15,303.0,291.9,316.55,28949.0
1588701614796,309.8,319.25,308.85,301.45,23612.0
1588788013121,321.0,325.5,317.9,318.75,18022.0
1588874414990,324.75,329.95,324.75,323.2,21879.0
1588960813256,334.95,336.0,329.6,327.85,12219.0
1589220011646,338.75,340.65,329.6,333.55,20026.0
1589306413012,339.8,344.05,337.2,340.05,22452.0
1589392814751,327.7,334.55,324.0,342.45,33123.0
1589479212083,320.4,323.65,311.0,326.2,24072.0
1589565612658,330.45,331.35,315.6,317.6,16936.0
1589824814154,335.7,343.9,335.7,320.2,24229.0
1589911213156,345.3,346.0,337.75,343.0,16431.0
1589997614139,342.2,350.75,341.0,345.2,10024.0
1590084012649,346.2,352.5,342.9,350.75,9212.0
1590170412955,337.85,347.0,335.8,344.5,8745.0
1590429617955,352.0,356.5,351.3,344.4,7402.0
1590516013725,360.1,360.35,349.8,356.5,13565.0
1590602418541,350.85,359.6,327.65,349.8,29356.0
1590688813368,343.35,349.6,338.0,333.8,21495.0
1590775213219,342.65,346.1,338.7,347.85,8811.0
1591034424060,352.95,353.0,346.0,341.1,8482.0
1591120818818,354.55,357.7,346.5,352.05,12230.0
1591207217319,357.0,359.05,356.3,348.9,9464.0
1591293614040,356.7,360.3,351.0,357.2,16359.0
1591380012642,352.4,364.1,349.0,353.25,11392.0
1591639212201,364.5,366.0,359.7,364.1,11958.0
1591725614062,370.5,374.1,365.25,365.0,7250.0
1591812024057,376.7,381.8,373.45,373.65,8701.0
1591898412575,375.1,375.1,366.0,380.85,14896.0
1591984813575,356.5,364.8,347.55,366.6,27104.0
1592244022953,335.55,351.0,335.15,353.0,14900.0
1592330415390,366.95,370.0,365.9,349.6,5284.0
1592416813328,377.5,381.75,375.85,373.35,17301.0
1592503229748,378.25,381.5,375.1,380.1,13626.0
1592589613059,384.35,388.45,383.95,378.95,14920.0
1592848812523,380.0,384.0,379.0,387.1,8723.0
1592935213834,389.0,396.35,388.7,383.7,8212.0
1593021613494,394.0,395.1,378.45,396.25,13965.0
1593108013251,377.2,383.25,372.3,379.1,18575.0
1593194414369,386.9,389.0,369.85,378.05,10096.0
1593453612171,369.8,371.35,358.45,374.65,9800.0
1593540013604,377.85,385.15,376.0,370.9,4867.0
1593626417482,390.15,396.25,386.65,384.15,13866.0
1593799212153,408.4,408.7,402.9,406.25,4594.0
1594058411800,413.15,423.1,411.85,405.0,13623.0
1594144813832,421.3,430.75,418.85,422.85,9399.0
1594231213753,419.7,424.9,415.65,428.7,6066.0
1594317629789,426.3,433.15,420.6,418.65,9585.0
1594404012908,429.3,434.25,425.8,424.5,8316.0
1594663212208,445.45,457.3,444.75,432.1,13369.0
1594749616045,426.7,426.9,400.85,457.15,26662.0
1594836013400,425.7,431.0,420.1,418.05,11673.0
1594922412287,418.1,419.1,408.75,423.5,14032.0
1595008811420,418.95,423.05,413.6,411.55,3612.0
1595268013490,414.4,433.0,413.6,419.05,6559.0
1595354415590,451.7,454.25,436.0,433.0,17483.0
1595440811922,434.4,435.3,424.7,438.1,11714.0
1595527212479,436.25,437.2,426.0,429.9,6540.0
1595613612459,396.5,404.65,388.0,428.7,25180.0
1595872812195,401.85,407.75,400.0,403.6,5864.0
1595959211700,415.25,415.45,403.5,401.4,3513.0
1596045612316,404.9,408.0,403.65,409.2,2988.0
1596132011793,407.05,407.6,398.5,406.85,7298.0
1596218411532,423.35,427.5,412.0,407.6,10053.0
1596477612954,431.2,441.85,428.5,419.3,12554.0
1596564011794,442.2,443.65,434.65,439.55,5348.0
1596650413640,444.0,444.8,436.95,439.15,10798.0
1596736811750,439.0,445.0,437.6,439.4,4091.0
1596823211929,449.8,456.3,448.4,443.35,8266.0
1597082412806,444.1,447.3,430.0,453.0,9213.0
1597168811843,445.35,447.7,432.0,436.75,7182.0
1597255212440,432.95,444.45,429.9,439.4,6836.0
1597341612072,444.0,453.4,441.0,443.25,5863.0
1597428014448,450.0,450.2,441.0,451.05,4833.0
1597687223365,446.8,453.1,446.15,446.0,7050.0
1597773616046,452.6,458.25,451.55,451.25,9370.0
1597860013281,460.8,463.6,455.55,457.4,8282.0
1597946412054,453.55,464.25,453.15,463.6,6650.0
1598032813100,470.85,479.5,465.0,463.7,13088.0
1598292011747,483.95,491.1,475.9,476.1,10680.0
1598378411989,488.5,488.75,479.0,480.55,8635.0
1598464813156,492.85,503.7,492.75,486.75,9254.0
1598551212965,511.9,519.0,508.0,503.7,10027.0
1598637612962,510.4,513.9,505.3,516.9,10084.0
1598896812091,516.9,518.0,508.9,510.7,8803.0
1598983220692,524.3,532.1,519.2,513.2,11818.0
1599069612283,546.0,552.7,535.3,528.4,11860.0
1599156012903,548.6,550.6,492.0,537.3,29490.0
1599242411816,481.9,501.3,442.0,499.8,58053.0
1599501612365,462.0,472.65,461.65,459.9,9914.0
1599588013129,474.8,475.5,441.0,471.55,24227.0
1599674414544,442.15,462.0,441.2,449.9,17798.0
1599760815731,462.6,471.6,450.8,457.75,16794.0
1599847218913,452.45,456.0,435.4,463.1,16180.0
1600106411563,448.5,455.95,442.5,440.5,8077.0
1600192811878,452.2,466.4,450.85,453.95,15080.0
1600279214066,467.5,470.85,457.0,465.05,8284.0
1600365612999,437.4,444.5,423.2,463.4,15687.0
1600452011975,437.45,441.0,421.5,436.35,8943.0
1600711217050,421.4,421.5,406.8,421.5,26218.0
1600797612922,428.3,438.4,425.6,410.15,8324.0
1600884012753,444.8,451.1,437.05,430.95,9056.0
1600970412196,416.7,430.55,409.65,437.05,13713.0
1601056811868,426.3,438.65,421.7,430.55,7141.0
1601316012616,453.05,465.0,452.45,438.0,15983.0
